listing_id,host_name,last_review,price,nbhood_full,monthly_price,description,room_type,borough,price_range,labels
2595,Jennifer,2019-05-21,225.0,"Manhattan, Midtown",6750.0,Skylit Midtown Castle,entire home/apt,Manhattan,$176-350,Expensive
3831,Lisa Roxanne,2019-07-05,89.0,"Brooklyn, Clinton Hill",2670.0,Cozy Entire Floor of Brownstone,entire home/apt,Brooklyn,$70-175,Average
5099,Chris,2019-06-22,200.0,"Manhattan, Murray Hill",6000.0,Large Cozy 1 BR Apartment In Midtown East,entire home/apt,Manhattan,$176-350,Expensive
5178,Shunichi,2019-06-24,79.0,"Manhattan, Hell's Kitchen",2370.0,Large Furnished Room Near B'way,private room,Manhattan,$70-175,Average
5238,Ben,2019-06-09,150.0,"Manhattan, Chinatown",4500.0,Cute & Cozy Lower East Side 1 bdrm,entire home/apt,Manhattan,$70-175,Average
5295,Lena,2019-06-22,135.0,"Manhattan, Upper West Side",4050.0,Beautiful 1br on Upper West Side,entire home/apt,Manhattan,$70-175,Average
5441,Kate,2019-06-23,85.0,"Manhattan, Hell's Kitchen",2550.0,Central Manhattan/near Broadway,private room,Manhattan,$70-175,Average
5803,Laurie,2019-06-24,89.0,"Brooklyn, South Slope",2670.0,"Lovely Room 1, Garden, Best Area, Legal rental",private room,Brooklyn,$70-175,Average
6021,Claudio,2019-07-05,85.0,"Manhattan, Upper West Side",2550.0,Wonderful Guest Bedroom in Manhattan for SINGLES,private room,Manhattan,$70-175,Average
6848,Allen  &  Irina,2019-06-29,140.0,"Brooklyn, Williamsburg",4200.0,Only 2 stops to Manhattan studio,entire home/apt,Brooklyn,$70-175,Average
7097,Jane,2019-06-28,215.0,"Brooklyn, Fort Greene",6450.0,Perfect for Your Parents + Garden,entire home/apt,Brooklyn,$176-350,Expensive
7322,Doti,2019-07-01,140.0,"Manhattan, Chelsea",4200.0,Chelsea Perfect,private room,Manhattan,$70-175,Average
7726,Adam & Charity,2019-06-22,99.0,"Brooklyn, Crown Heights",2970.0,Hip Historic Brownstone Apartment with Backyard,entire home/apt,Brooklyn,$70-175,Average
8024,Lisel,2019-07-01,130.0,"Brooklyn, Park Slope",3900.0,CBG CtyBGd HelpsHaiti rm#1:1-4,private room,Brooklyn,$70-175,Average
8025,Lisel,2019-01-01,80.0,"Brooklyn, Park Slope",2400.0,CBG Helps Haiti Room#2.5,private room,Brooklyn,$70-175,Average
8110,Lisel,2019-07-02,110.0,"Brooklyn, Park Slope",3300.0,CBG Helps Haiti Rm #2,private room,Brooklyn,$70-175,Average
8490,Nathalie,2019-06-19,120.0,"Brooklyn, Bedford-Stuyvesant",3600.0,"MAISON DES SIRENES1,bohemian apartment",entire home/apt,Brooklyn,$70-175,Average
8505,Gregory,2019-06-23,60.0,"Brooklyn, Windsor Terrace",1800.0,Sunny Bedroom Across Prospect Park,private room,Brooklyn,$0-69,Budget
9518,Shon,2019-06-15,44.0,"Manhattan, Inwood",1320.0,"SPACIOUS, LOVELY FURNISHED MANHATTAN BEDROOM",private room,Manhattan,$0-69,Budget
9657,Dana,2019-04-19,180.0,"Manhattan, East Village",5400.0,Modern 1 BR / NYC / EAST VILLAGE,entire home/apt,Manhattan,$176-350,Expensive
9668,Ssameer & Trip,2019-06-01,50.0,"Manhattan, Harlem",1500.0,front room/double bed,private room,Manhattan,$0-69,Budget
9704,Teri,2019-06-14,52.0,"Manhattan, Harlem",1560.0,Spacious 1 bedroom in luxe building,private room,Manhattan,$0-69,Budget
9782,Andrea,2019-06-15,55.0,"Brooklyn, Greenpoint",1650.0,Loft in Williamsburg Area w/ Roof,private room,Brooklyn,$0-69,Budget
9783,Ssameer & Trip,2019-07-01,50.0,"Manhattan, Harlem",1500.0,back room/bunk beds,private room,Manhattan,$0-69,Budget
10452,Angela,2019-05-12,70.0,"Brooklyn, Bedford-Stuyvesant",2100.0,Large B&B Style rooms,private room,Brooklyn,$70-175,Average
10962,Laurie,2019-06-21,89.0,"Brooklyn, South Slope",2670.0,"Lovely room 2 & garden; Best area, Legal rental",private room,Brooklyn,$70-175,Average
11708,Tyrome,2019-06-22,85.0,"Brooklyn, Bushwick",2550.0,Cute apt in artist's home,entire home/apt,Brooklyn,$70-175,Average
12048,Ben,2019-07-05,40.0,"Manhattan, Lower East Side",1200.0,LowerEastSide apt share shortterm 1,shared room,Manhattan,$0-69,Budget
12192,Edward,2019-06-21,68.0,"Manhattan, East Village",2040.0,ENJOY Downtown NYC!,private room,Manhattan,$0-69,Budget
12299,Abdul,2019-05-27,120.0,"Brooklyn, South Slope",3600.0,Beautiful Sunny Park Slope Brooklyn,entire home/apt,Brooklyn,$70-175,Average
12318,Cyn,2019-06-16,135.0,"Manhattan, Upper West Side",4050.0,West Side Retreat,private room,Manhattan,$70-175,Average
12343,Earl,2019-06-13,150.0,"Manhattan, Harlem",4500.0,BEST BET IN HARLEM,entire home/apt,Manhattan,$70-175,Average
12627,Rana,2019-06-05,150.0,"Brooklyn, Prospect-Lefferts Gardens",4500.0,Entire apartment in central Brooklyn neighborhood.,entire home/apt,Brooklyn,$70-175,Average
12937,Orestes,2019-07-01,130.0,"Queens, Long Island City",3900.0,"1 Stop fr. Manhattan! Private Suite,Landmark Block",private room,Queens,$70-175,Average
12940,Adreinne,2019-05-25,110.0,"Brooklyn, Bedford-Stuyvesant",3300.0,Charming Brownstone 3 - Near PRATT,entire home/apt,Brooklyn,$70-175,Average
13394,Alexander,2019-06-17,80.0,"Brooklyn, Fort Greene",2400.0,Fort Greene brownstone,private room,Brooklyn,$70-175,Average
13808,Jt & Tiziana,2019-06-16,80.0,"Brooklyn, Bedford-Stuyvesant",2400.0,Blue Room for 2 in Brownstone for $1350 monthly,private room,Brooklyn,$70-175,Average
14287,Joya,2019-07-07,151.0,"Manhattan, Upper West Side",4530.0,Cozy 1BD on Central Park West in New York City,entire home/apt,Manhattan,$70-175,Average
14290,James,2019-05-17,228.0,"Brooklyn, Williamsburg",6840.0,* ORIGINAL BROOKLYN LOFT *,entire home/apt,Brooklyn,$176-350,Expensive
14314,Jeanne,2019-06-29,144.0,"Brooklyn, Greenpoint",4320.0,Greenpoint Place...Has It All!,entire home/apt,Brooklyn,$70-175,Average
14322,Francesca,2019-03-25,200.0,"Manhattan, Kips Bay",6000.0,Beautiful Apartment in Manhattan!!!,entire home/apt,Manhattan,$176-350,Expensive
14377,Joanna,2019-06-22,150.0,"Brooklyn, Williamsburg",4500.0,Williamsburg 1 bedroom Apartment,entire home/apt,Brooklyn,$70-175,Average
14991,Bianca,2019-05-18,110.0,"Manhattan, Lower East Side",3300.0,"Great Location, Manhattan Bedroom!",private room,Manhattan,$70-175,Average
15220,Luiz,2019-06-09,69.0,"Manhattan, Hell's Kitchen",2070.0,Best Location in NYC! TIMES SQUARE!,private room,Manhattan,$0-69,Budget
15338,Andrea,2019-06-04,49.0,"Brooklyn, Greenpoint",1470.0,Room in Greenpoint Loft w/ Roof,private room,Brooklyn,$0-69,Budget
15341,Ted,2019-06-29,180.0,"Manhattan, SoHo",5400.0,**Bright Nolita Apt w Doorman/Elevators/Gym**,entire home/apt,Manhattan,$176-350,Expensive
15385,Cristina,2019-06-30,80.0,"Brooklyn, Williamsburg",2400.0,"Very, very cozy place",private room,Brooklyn,$70-175,Average
15711,D,2019-03-30,250.0,"Manhattan, Upper East Side",7500.0,2 bedroom - Upper East Side-great for kids,entire home/apt,Manhattan,$176-350,Expensive
16326,Dimitri,2019-01-26,200.0,"Brooklyn, Prospect Heights",6000.0,Comfortable 4-bedroom apt in family house.,entire home/apt,Brooklyn,$176-350,Expensive
16421,Mark,2019-05-16,52.0,"Manhattan, Hell's Kitchen",1560.0,Your Heaven in Hells Kitchen,private room,Manhattan,$0-69,Budget
16580,Reka,2019-07-01,80.0,"Manhattan, East Village",2400.0,"Sunny, Modern room in East Village!",private room,Manhattan,$70-175,Average
16595,Daniel,2019-06-23,275.0,"Brooklyn, Williamsburg",8250.0,*HAVEN LOFT - Entire Floor - Six Windows - Bricks*,entire home/apt,Brooklyn,$176-350,Expensive
16821,Casey,2019-06-21,99.0,"Manhattan, East Village",2970.0,Large Room in Amazing East Village Apt,private room,Manhattan,$70-175,Average
16974,Robin,2019-06-23,225.0,"Manhattan, East Harlem",6750.0,SpaHa Loft: Enormous and Bright,entire home/apt,Manhattan,$176-350,Expensive
17092,Enzo,2019-06-01,51.0,"Manhattan, Hell's Kitchen",1530.0,Cool Room in Hell's Kitchen,private room,Manhattan,$0-69,Budget
17693,Tye & Etienne,2019-06-18,65.0,"Manhattan, Washington Heights",1950.0,"HARLEM, NEW YORK WELCOMES YOU!!",private room,Manhattan,$0-69,Budget
17747,George,2019-06-26,105.0,"Brooklyn, Clinton Hill",3150.0,BLUE TRIM GUEST HOUSE,private room,Brooklyn,$70-175,Average
18127,Josh,2019-01-02,190.0,"Manhattan, East Village",5700.0,Charming East Village One Bedroom Flat,entire home/apt,Manhattan,$176-350,Expensive
18152,Victoria,2019-07-09,200.0,"Manhattan, Upper East Side",6000.0,Manhattan Room,private room,Manhattan,$176-350,Expensive
18198,Justin,2019-05-31,70.0,"Queens, Woodside",2100.0,Little King of Queens,private room,Queens,$70-175,Average
18590,Blaise,2019-06-16,95.0,"Brooklyn, Fort Greene",2850.0,Fort Greene Retreat on the Park,private room,Brooklyn,$70-175,Average
18728,David & Rick,2019-05-28,150.0,"Manhattan, Chelsea",4500.0,Beautiful Meatpacking District Loft,private room,Manhattan,$70-175,Average
18764,Lulú,2019-04-22,145.0,"Brooklyn, Williamsburg",4350.0,Cozy 2 BR in Williamsburg,private room,Brooklyn,$70-175,Average
19159,Sybilla,2019-03-23,110.0,"Manhattan, Harlem",3300.0,Spacious luminous apt Upper West NYC,entire home/apt,Manhattan,$70-175,Average
19169,Jo Lynn,2019-06-30,285.0,"Manhattan, Lower East Side",8550.0,Entire 2 Bedroom - Large & Sunny,entire home/apt,Manhattan,$176-350,Expensive
19282,Gaia,2019-06-15,130.0,"Brooklyn, Flatbush",3900.0,"Sunny, Spacious Top Floor Haven",entire home/apt,Brooklyn,$70-175,Average
19319,Ana,2019-04-08,94.0,"Manhattan, Lower East Side",2820.0,Private room Great Deal at Lower East Side,private room,Manhattan,$70-175,Average
20299,Edward,2019-06-30,60.0,"Manhattan, East Village",1800.0,Oh glorious spring!,private room,Manhattan,$0-69,Budget
20611,Lulú,2019-06-22,85.0,"Brooklyn, Williamsburg",2550.0,Cozy Bedroom in Williamsburg 3 BR,private room,Brooklyn,$70-175,Average
20724,Augustin,2019-05-26,65.0,"Brooklyn, Bushwick",1950.0,Sunny room+Pvte office in huge loft,private room,Brooklyn,$0-69,Budget
20734,Sean  &  Lynette,2019-06-27,131.0,"Brooklyn, Prospect Heights",3930.0,Spacious Prospect Heights Apartment,entire home/apt,Brooklyn,$70-175,Average
20755,Erica,2019-05-31,98.0,"Brooklyn, Clinton Hill",2940.0,"Large Parlor Room, Landmark Home 1 block to PRATT",private room,Brooklyn,$70-175,Average
20853,Tracy,2019-05-21,250.0,"Brooklyn, Prospect Heights",7500.0,2-bed brownstone duplex + garden,entire home/apt,Brooklyn,$176-350,Expensive
21293,Tyrome,2019-06-18,105.0,"Brooklyn, Bushwick",3150.0,Sunny Apartment in Artist Home,entire home/apt,Brooklyn,$70-175,Average
21456,Dana,2019-07-07,140.0,"Manhattan, Upper West Side",4200.0,Light-filled classic Central Park,entire home/apt,Manhattan,$70-175,Average
21794,Olan,2019-05-01,98.0,"Manhattan, Chelsea",2940.0,COZY QUIET room 4 DOOGLERS!,private room,Manhattan,$70-175,Average
22918,Ssameer & Trip,2019-01-03,60.0,"Manhattan, Harlem",1800.0,loft bed - near transportation-15min to times sq,private room,Manhattan,$0-69,Budget
23135,Annette,2019-06-24,175.0,"Brooklyn, Carroll Gardens",5250.0,House On Henry (3rd FLR Suite),entire home/apt,Brooklyn,$70-175,Average
23686,Ann,2019-05-18,500.0,"Manhattan, West Village",15000.0,2000 SF 3br 2bath West Village private  townhouse,entire home/apt,Manhattan,>$350,Extravagant
24143,Seth,2019-05-29,101.0,"Brooklyn, Williamsburg",3030.0,"Williamsburg‚ÄîSteps To Subway, Private Bath&Balcony",private room,Brooklyn,$70-175,Average
25235,Shelly,2019-06-28,125.0,"Brooklyn, Bedford-Stuyvesant",3750.0,Large 2 Bedroom Great for Groups!,entire home/apt,Brooklyn,$70-175,Average
25696,Dena,2019-06-23,100.0,"Manhattan, Harlem",3000.0,"1,800 sq foot in luxury building",private room,Manhattan,$70-175,Average
26362,Luiz,2019-06-16,59.0,"Manhattan, Hell's Kitchen",1770.0,"Times Square, Safe, Clean and Cozy!",private room,Manhattan,$0-69,Budget
26520,Erica,2019-06-02,125.0,"Brooklyn, Clinton Hill",3750.0,"Cozy Room #3, Landmark Home 1 Block to PRATT",private room,Brooklyn,$70-175,Average
26969,Alexandra,2019-06-23,325.0,"Brooklyn, Williamsburg",9750.0,2 story family home in Williamsburg,entire home/apt,Brooklyn,$176-350,Expensive
27006,Stacy,2019-04-27,235.0,"Manhattan, Upper West Side",7050.0,Comfortable UWS 2-BD Family-Friendly Brownstone,entire home/apt,Manhattan,$176-350,Expensive
27385,Bruce,2019-06-07,225.0,"Manhattan, East Village",6750.0,Great Large 1 BR apt  in East Village!,entire home/apt,Manhattan,$176-350,Expensive
27531,Evelyn,2019-05-20,99.0,"Brooklyn, South Slope",2970.0,Eveland Private Bed & Living Room w/ Own Entrance,private room,Brooklyn,$70-175,Average
27644,Emma,2019-07-01,170.0,"Manhattan, Harlem",5100.0,Sugar Hill Rest Stop,entire home/apt,Manhattan,$70-175,Average
27759,Sylvie,2019-06-26,170.0,"Manhattan, Upper West Side",5100.0,apartment next to Central park,entire home/apt,Manhattan,$70-175,Average
29013,Angela,2019-05-14,70.0,"Brooklyn, Bedford-Stuyvesant",2100.0,B & B Room 1,private room,Brooklyn,$70-175,Average
29455,Laurine,2019-06-20,120.0,"Manhattan, Harlem",3600.0,ACCOMMODATIONS GALORE #1,entire home/apt,Manhattan,$70-175,Average
29628,Chris,2019-07-03,89.0,"Brooklyn, Clinton Hill",2670.0,Sunny Room in New Condo,private room,Brooklyn,$70-175,Average
29683,Uli,2019-06-25,185.0,"Manhattan, East Village",5550.0,Stylish & Sleek Apartment Near SoHo!,entire home/apt,Manhattan,$176-350,Expensive
30031,Sol,2019-05-20,50.0,"Brooklyn, Greenpoint",1500.0,NYC artists‚Äô loft with roof deck,private room,Brooklyn,$0-69,Budget
30927,Cs,2019-06-14,105.0,"Manhattan, Lower East Side",3150.0,Unique & Charming small 1br Apt. LES,entire home/apt,Manhattan,$70-175,Average
31130,Lara,2019-05-26,130.0,"Manhattan, Hell's Kitchen",3900.0,Most Central Location!,private room,Manhattan,$70-175,Average
31555,Tom,2019-07-01,115.0,"Manhattan, West Village",3450.0,Luminous Beautiful West Village Studio,entire home/apt,Manhattan,$70-175,Average
31902,Sunder,2019-01-01,77.0,"Brooklyn, Flatlands",2310.0,Sanctuary in East Flatbush,private room,Brooklyn,$70-175,Average
31994,Waldemar,2019-06-24,76.0,"Brooklyn, Clinton Hill",2280.0,Room with En Suite Bathroom & Deck,private room,Brooklyn,$70-175,Average
32023,Khem,2019-06-23,125.0,"Brooklyn, Bedford-Stuyvesant",3750.0,FLAT MACDONOUGH,entire home/apt,Brooklyn,$70-175,Average
32037,Sahr,2019-07-01,135.0,"Brooklyn, Clinton Hill",4050.0,Huge Private  Floor at The Waverly,private room,Brooklyn,$70-175,Average
32965,Khem,2019-06-20,115.0,"Brooklyn, Bedford-Stuyvesant",3450.0,FLAT MACDONOUGH GARDEN,entire home/apt,Brooklyn,$70-175,Average
32969,Katherine,2019-07-02,160.0,"Brooklyn, Williamsburg",4800.0,Light filled Williamsburg Apartment,entire home/apt,Brooklyn,$70-175,Average
33009,Ming,2019-06-17,195.0,"Brooklyn, Williamsburg",5850.0,Retreat in Williamsburg,entire home/apt,Brooklyn,$176-350,Expensive
33014,Paula,2019-06-17,195.0,"Manhattan, East Village",5850.0,NYC Zen,entire home/apt,Manhattan,$176-350,Expensive
33223,Lulú,2019-06-22,80.0,"Brooklyn, Williamsburg",2400.0,Cozy BR in Wiliamsburg 3 Bedroom,private room,Brooklyn,$70-175,Average
34760,Obed,2019-06-29,44.0,"Brooklyn, Fort Greene",1320.0,Sunny Room in Old Historical Brooklyn Townhouse,private room,Brooklyn,$0-69,Budget
35526,Karen,2019-06-22,156.0,"Manhattan, West Village",4680.0,Sun Filled Classic West Village Apt,private room,Manhattan,$70-175,Average
36133,White,2019-06-13,125.0,"Brooklyn, Williamsburg",3750.0,Classic Artist Loft Williamsburg,private room,Brooklyn,$70-175,Average
36703,Karene,2019-03-31,225.0,"Manhattan, West Village",6750.0,"Sunny, clean 1 bdrm in W. Village",entire home/apt,Manhattan,$176-350,Expensive
38638,Sara,2019-06-26,219.0,"Manhattan, Upper East Side",6570.0,Light and Airy Upper East Side 1 BDR apartment,entire home/apt,Manhattan,$176-350,Expensive
39267,Marie,2019-06-08,99.0,"Manhattan, Upper East Side",2970.0,CENTRAL PARK LOFT all for YOU,entire home/apt,Manhattan,$70-175,Average
39282,Gus,2019-05-28,69.0,"Brooklyn, Williamsburg",2070.0,Indie-Chic Share In Williamsburg,private room,Brooklyn,$0-69,Budget
39593,Myung,2019-04-12,79.0,"Queens, Sunnyside",2370.0,"A room w/ a Manhattan view, longer stay",private room,Queens,$70-175,Average
39704,Renée,2019-06-22,135.0,"Brooklyn, Bedford-Stuyvesant",4050.0,"Private, Large & Sunny 1BR w/W&D",entire home/apt,Brooklyn,$70-175,Average
41348,Syl,2019-07-06,250.0,"Brooklyn, Gowanus",7500.0,* Spacious GARDEN Park Slope Duplex* 6 people max,entire home/apt,Brooklyn,$176-350,Expensive
42580,Waldemar,2019-06-24,70.0,"Brooklyn, Clinton Hill",2100.0,Parlor Room In Victorian Townhouse,private room,Brooklyn,$70-175,Average
42729,Annette,2019-06-18,165.0,"Brooklyn, Carroll Gardens",4950.0,House On Henry (2nd FLR Suite),entire home/apt,Brooklyn,$70-175,Average
42882,Newyorkroomwithaview,2019-06-13,70.0,"Staten Island, St. George",2100.0,New York room with a view,private room,Staten Island,$70-175,Average
43957,Tessa,2019-06-19,50.0,"Brooklyn, Bushwick",1500.0,Sunny cozy room in Brklyn townhouse,private room,Brooklyn,$0-69,Budget
44096,Waundell,2019-07-04,40.0,"Bronx, Highbridge",1200.0,Room with a View,private room,Bronx,$0-69,Budget
44212,Bruce,2019-06-23,125.0,"Manhattan, East Village",3750.0,West Inn 2 - East Village,private room,Manhattan,$70-175,Average
44221,Coral,2019-06-20,196.0,"Manhattan, Financial District",5880.0,Financial District Luxury Loft,entire home/apt,Manhattan,$176-350,Expensive
44229,Carol,2019-06-24,110.0,"Brooklyn, Fort Greene",3300.0,BROOKLYN VICTORIAN STYLE SUITE.....,private room,Brooklyn,$70-175,Average
44288,Sara,2019-06-01,170.0,"Manhattan, West Village",5100.0,Your own Lovely West Village Studio,entire home/apt,Manhattan,$70-175,Average
44506,Laurine,2019-05-26,165.0,"Manhattan, Harlem",4950.0,ACCOMMODATIONS GALORE#3. 1-5 GUESTS,entire home/apt,Manhattan,$70-175,Average
45556,Doug,2019-06-30,65.0,"Brooklyn, Fort Greene",1950.0,"Fort Greene, Brooklyn: Center Bedroom",private room,Brooklyn,$0-69,Budget
45910,Mark,2019-05-12,350.0,"Queens, Ridgewood",10500.0,Beautiful Queens Brownstone! - 5BR,entire home/apt,Queens,$176-350,Expensive
45936,Rahul,2019-05-14,99.0,"Manhattan, Morningside Heights",2970.0,Couldn't Be Closer To Columbia Uni,private room,Manhattan,$70-175,Average
45940,Miyoung,2019-04-08,200.0,"Brooklyn, Williamsburg",6000.0,Bright Spacious Luxury Condo,entire home/apt,Brooklyn,$176-350,Expensive
46544,Monica,2019-06-05,150.0,"Brooklyn, Park Slope",4500.0,Park Slope haven 15 mins from Soho,entire home/apt,Brooklyn,$70-175,Average
46723,Marylyn,2019-05-19,90.0,"Brooklyn, Bedford-Stuyvesant",2700.0,SAFE  AND BEAUTIFUL ACCOMODATION,private room,Brooklyn,$70-175,Average
46911,Kathleen R.,2019-06-24,120.0,"Brooklyn, Prospect Heights",3600.0,Large Room in private Brownstone in Park Slope,private room,Brooklyn,$70-175,Average
47199,Teresa,2019-06-24,75.0,"Manhattan, Upper East Side",2250.0,"NEW YORK CITY, 1 BDRM.(NEAR CENTRAL PARK & METRO)",private room,Manhattan,$70-175,Average
47926,Claudia,2019-06-26,275.0,"Manhattan, Hell's Kitchen",8250.0,LUX APT IN TIMES SQUARE NEW BUILDING,entire home/apt,Manhattan,$176-350,Expensive
48719,Shane,2019-06-15,299.0,"Manhattan, Lower East Side",8970.0,Designer 1 BR Duplex w/ Terrace- Spectacular Views,entire home/apt,Manhattan,$176-350,Expensive
50447,Laurie,2019-06-22,135.0,"Brooklyn, South Slope",4050.0,Lovely Apt & Garden;  Legal;  Best Area; Amenities,entire home/apt,Brooklyn,$70-175,Average
51485,Erina,2019-06-22,83.0,"Manhattan, Lower East Side",2490.0,Lower East Side $57~/night,private room,Manhattan,$70-175,Average
51572,Lee,2019-06-18,123.0,"Manhattan, Chelsea",3690.0,Prime Location in Manhattan,private room,Manhattan,$70-175,Average
51850,Jullett,2019-05-20,55.0,"Queens, Jamaica",1650.0,( F) Excellent/Pvt Rm,private room,Queens,$0-69,Budget
53137,Marlaine,2019-07-01,195.0,"Manhattan, Hell's Kitchen",5850.0,"Quiet, sunny Midtown Manhattan apt.",entire home/apt,Manhattan,$176-350,Expensive
53477,Mark,2019-04-27,265.0,"Queens, Middle Village",7950.0,3 floors of luxury!,entire home/apt,Queens,$176-350,Expensive
54158,Bob,2019-06-20,249.0,"Brooklyn, Williamsburg",7470.0,The Institute‚ÄîHeart of Williamsburg,entire home/apt,Brooklyn,$176-350,Expensive
54508,Kathleen R.,2019-06-06,100.0,"Brooklyn, Prospect Heights",3000.0,Sml Rm in pr Brst  Park Sl great for Med/students,private room,Brooklyn,$70-175,Average
54544,Wayne,2019-06-22,121.0,"Manhattan, Harlem",3630.0,City Room - Private Penthouse Apt.,entire home/apt,Manhattan,$70-175,Average
54626,Waundell,2019-06-30,45.0,"Bronx, Highbridge",1350.0,Cozy bedroom by Yankee Stadium,private room,Bronx,$0-69,Budget
54860,Jenny,2019-06-23,100.0,"Manhattan, East Harlem",3000.0,Great apartment with private bathroom and entrance,private room,Manhattan,$70-175,Average
55467,Paul,2019-07-02,140.0,"Brooklyn, Williamsburg",4200.0,Private Garden Apt ‚Ä¢ New Renovation,entire home/apt,Brooklyn,$70-175,Average
55498,Tami,2019-07-01,71.0,"Brooklyn, Bedford-Stuyvesant",2130.0,Modern comfort in art infused landmark Brownstone,private room,Brooklyn,$70-175,Average
55737,Pete,2019-05-19,199.0,"Manhattan, West Village",5970.0,Sleek & Comfortable Soho Apt,entire home/apt,Manhattan,$176-350,Expensive
55959,Gus,2019-06-10,69.0,"Brooklyn, Williamsburg",2070.0,Spacious Williamsburg Share w/ LOFT BED,private room,Brooklyn,$0-69,Budget
56467,Leonardo,2019-07-01,130.0,"Manhattan, East Village",3900.0,Cozy East Village Railroad 1 Bed!,entire home/apt,Manhattan,$70-175,Average
56525,Alex,2019-06-13,195.0,"Brooklyn, Greenpoint",5850.0,1 Bedroom Loft w/ Private Roof Deck,entire home/apt,Brooklyn,$176-350,Expensive
56859,Wayne,2019-06-03,64.0,"Manhattan, Harlem",1920.0,City Room - Private & Comfy Bedroom,private room,Manhattan,$0-69,Budget
57166,Vasili,2019-06-17,140.0,"Queens, Ditmars Steinway",4200.0,Elegant NYC Pad,entire home/apt,Queens,$70-175,Average
57297,S.M.,2019-06-24,159.0,"Brooklyn, Cobble Hill",4770.0,"Clean & bright 1BR in Cobble Hill, GREAT location!",entire home/apt,Brooklyn,$70-175,Average
57468,Ori,2019-06-23,189.0,"Manhattan, East Village",5670.0,"Modern, Large East Village Loft",entire home/apt,Manhattan,$176-350,Expensive
57618,Ana,2019-06-09,250.0,"Manhattan, Hell's Kitchen",7500.0,"Great new apt, close to everything",entire home/apt,Manhattan,$176-350,Expensive
57740,I,2019-05-24,239.0,"Manhattan, East Village",7170.0,Quiet & Clean Retreat in the City,entire home/apt,Manhattan,$176-350,Expensive
57754,R,2019-06-30,305.0,"Manhattan, Flatiron District",9150.0,Stylish Large Gramercy Loft!,entire home/apt,Manhattan,$176-350,Expensive
57874,Simon,2019-06-26,155.0,"Manhattan, Harlem",4650.0,The Brownstone-Luxury 1 Bd Apt/NYC,entire home/apt,Manhattan,$70-175,Average
58059,Agnes,2019-07-03,60.0,"Manhattan, Harlem",1800.0,PRIVATE Room on Historic Sugar Hill,private room,Manhattan,$0-69,Budget
58062,Linda,2019-05-17,135.0,"Brooklyn, Windsor Terrace",4050.0,South Slope Green,private room,Brooklyn,$70-175,Average
58467,Dave,2019-05-08,120.0,"Manhattan, Roosevelt Island",3600.0,"17 Flr. Manhattan Views, Nr. Subway",private room,Manhattan,$70-175,Average
59014,Drica,2019-01-02,150.0,"Manhattan, Lower East Side",4500.0,"Spacious 1BR, Adorable Clean Quiet",entire home/apt,Manhattan,$70-175,Average
59642,Betty,2019-05-19,135.0,"Brooklyn, Greenpoint",4050.0,Franklin St Flat in Trendy Greenpoint Brooklyn,entire home/apt,Brooklyn,$70-175,Average
59709,Ricardo  &  Ashlie,2019-07-01,250.0,"Manhattan, Chinatown",7500.0,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",entire home/apt,Manhattan,$176-350,Expensive
60164,Harrison,2019-06-23,500.0,"Manhattan, SoHo",15000.0,"Beautiful, elegant 3 bed SOHO loft",entire home/apt,Manhattan,>$350,Extravagant
60457,Jessica,2019-05-11,225.0,"Manhattan, Greenwich Village",6750.0,Spacious Greenwich Village Apt,entire home/apt,Manhattan,$176-350,Expensive
60666,Wayne,2019-06-11,92.0,"Manhattan, Harlem",2760.0,City Room - Private Luxury Suite,private room,Manhattan,$70-175,Average
60680,Mich,2019-06-20,99.0,"Manhattan, East Village",2970.0,The gem of the East Village,entire home/apt,Manhattan,$70-175,Average
60948,Laurine,2019-06-20,140.0,"Manhattan, East Harlem",4200.0,ACCOMMODATIONS GALORE #2,entire home/apt,Manhattan,$70-175,Average
61406,Bethania,2019-06-01,80.0,"Manhattan, Harlem",2400.0,Great room in great location,private room,Manhattan,$70-175,Average
61492,Tunji,2019-06-23,120.0,"Manhattan, Chinatown",3600.0,Exclusive Room with Private Bath in  LES,private room,Manhattan,$70-175,Average
61509,Anna/Fonzy,2019-04-30,110.0,"Manhattan, Midtown",3300.0,"Quiet, clean midtown apt w. elevato",entire home/apt,Manhattan,$70-175,Average
62095,Colette & Sean,2019-06-14,65.0,"Brooklyn, East Flatbush",1950.0,BK Sweet Suite w/Kitchen&FullBath,entire home/apt,Brooklyn,$0-69,Budget
62427,Brie,2019-05-26,130.0,"Manhattan, East Village",3900.0,Great East Village Apartment Rental,entire home/apt,Manhattan,$70-175,Average
62430,Sheila,2019-06-22,99.0,"Brooklyn, Bushwick",2970.0,BROWNSTONE SUNDRENCHED BEAUTY,entire home/apt,Brooklyn,$70-175,Average
62452,Lissette,2019-06-25,36.0,"Staten Island, Tompkinsville",1080.0,A SpeciaL!! Private Room in NY,private room,Staten Island,$0-69,Budget
62461,Lissette,2019-06-10,37.0,"Staten Island, Tompkinsville",1110.0,B NYC Staten Alternative...,private room,Staten Island,$0-69,Budget
62787,Lissette,2019-07-02,37.0,"Staten Island, Tompkinsville",1110.0,C Private Room By The Ferry,private room,Staten Island,$0-69,Budget
62891,Olivia,2019-05-24,175.0,"Manhattan, East Village",5250.0,Smallest House In The Village,entire home/apt,Manhattan,$70-175,Average
