listing_id,host_name,last_review,price,nbhood_full,monthly_price,description,room_type,borough,price_range,labels
13052968,Flo & Erin,2019-05-28,125.0,"Brooklyn, Fort Greene",3750.0,Charming 1-BR Fort Greene Apartment,entire home/apt,Brooklyn,$70-175,Average
13055236,Marco,2019-06-17,125.0,"Manhattan, Murray Hill",3750.0,Steps 2 Empire State Building  amazing studio NYC,entire home/apt,Manhattan,$70-175,Average
13055856,Robert,2019-04-29,175.0,"Brooklyn, Crown Heights",5250.0,A Brooklyn Experience,entire home/apt,Brooklyn,$70-175,Average
13058232,Michael,2019-07-07,295.0,"Manhattan, Chelsea",8850.0,1 Bedroom townhouse apt in Chelsea w/ back garden,entire home/apt,Manhattan,$176-350,Expensive
13058423,Sheila,2019-06-01,50.0,"Brooklyn, Windsor Terrace",1500.0,Charming 1 br - most perfect block!,entire home/apt,Brooklyn,$0-69,Budget
13058729,Francisca,2019-06-21,69.0,"Brooklyn, Brownsville",2070.0,Sunlit Bedroom in Crown Heights.,private room,Brooklyn,$0-69,Budget
13061422,Sarah,2019-06-23,49.0,"Brooklyn, Greenpoint",1470.0,"Stunning, spacious apt near nightlife + parks!",private room,Brooklyn,$0-69,Budget
13062471,Jonathan,2019-06-26,55.0,"Manhattan, Harlem",1650.0,The Silver Room,private room,Manhattan,$0-69,Budget
13063023,Jasmina,2019-06-24,36.0,"Queens, Astoria",1080.0,Cozy room in Astoria,private room,Queens,$0-69,Budget
13064382,Guy,2019-06-07,180.0,"Manhattan, East Village",5400.0,Sunny East Village apartment,entire home/apt,Manhattan,$176-350,Expensive
13064386,Robin Laverne,2019-06-21,50.0,"Brooklyn, Bedford-Stuyvesant",1500.0,Beautiful Red Brick Room,private room,Brooklyn,$0-69,Budget
13065347,Alina,2019-05-19,42.0,"Brooklyn, Cypress Hills",1260.0,COOL Brooklyn Room,private room,Brooklyn,$0-69,Budget
13066577,Angelina,2019-06-23,129.0,"Brooklyn, Greenpoint",3870.0,Beautiful 3 bedroom loft  Greenpoint/Williamsburg!,entire home/apt,Brooklyn,$70-175,Average
13067176,Cate,2019-07-07,186.0,"Manhattan, West Village",5580.0,Prime Location Sun Filled West Village Townhome,entire home/apt,Manhattan,$176-350,Expensive
13073569,Ken,2019-04-30,210.0,"Manhattan, Tribeca",6300.0,"Duane Street, Upscale Tribeca Studio",entire home/apt,Manhattan,$176-350,Expensive
13073701,Luis,2019-07-02,119.0,"Queens, Corona",3570.0,Lovely Charming and quiet 2 bed apartment,entire home/apt,Queens,$70-175,Average
13075158,Mil,2019-03-31,75.0,"Manhattan, Civic Center",2250.0,Private Room in Artsy Lower Manhattan Apartment,private room,Manhattan,$70-175,Average
13076592,Nathalie,2019-07-02,60.0,"Brooklyn, Bedford-Stuyvesant",1800.0,Cozy bedroom with brightly lit living space,private room,Brooklyn,$0-69,Budget
13077370,Michelle  &  Eddie,2019-06-25,89.0,"Queens, Elmhurst",2670.0,Modern Private Studio -20 min to Manhattan,entire home/apt,Queens,$70-175,Average
13081306,Jeniffer,2019-06-05,115.0,"Manhattan, Hell's Kitchen",3450.0,Studio near Time Square,entire home/apt,Manhattan,$70-175,Average
13082571,Francisca,2019-06-24,69.0,"Brooklyn, Crown Heights",2070.0,Garden Overlook,private room,Brooklyn,$0-69,Budget
13082600,Simona,2019-06-27,300.0,"Manhattan, Midtown",9000.0,Cozy 1 bedroom apartment in the heart of Manhattan,entire home/apt,Manhattan,$176-350,Expensive
13084004,Sadecia,2019-04-30,65.0,"Brooklyn, Flatbush",1950.0,Spacious Stylish Studio in Prospect Park South,entire home/apt,Brooklyn,$0-69,Budget
13084019,Trish,2019-06-17,400.0,"Manhattan, Midtown",12000.0,Park Avenue Penthouse With Terrace,entire home/apt,Manhattan,>$350,Extravagant
13090558,Eduardo,2019-06-02,71.0,"Queens, Sunnyside",2130.0,"Studio Apt in Queens, 15Mins to Midtown & Brooklyn",entire home/apt,Queens,$70-175,Average
13091684,Nina,2019-05-13,163.0,"Manhattan, Midtown",4890.0,"Sunny 2bdrm Apt. near Bryant Park, Apt 2B",entire home/apt,Manhattan,$70-175,Average
13092405,David,2019-06-21,150.0,"Manhattan, Midtown",4500.0,Midtown Apartment,entire home/apt,Manhattan,$70-175,Average
13098701,Jason,2019-06-21,195.0,"Queens, South Ozone Park",5850.0,NYCHaven4:Entire house minutes from JFK and Casino,entire home/apt,Queens,$176-350,Expensive
13098705,Jerrell,2019-06-19,175.0,"Manhattan, Harlem",5250.0,Big & Beautiful 1-BR w/Private Backyard,entire home/apt,Manhattan,$70-175,Average
13099377,Angela,2019-05-20,130.0,"Manhattan, Harlem",3900.0,1 Bedroom in Quiet Hamilton Heights Neighborhood.,private room,Manhattan,$70-175,Average
13099447,Carla,2019-07-01,170.0,"Manhattan, Hell's Kitchen",5100.0,Great ZEN & Peaceful one bedroom in Time Square!,entire home/apt,Manhattan,$70-175,Average
13100277,Jennifer,2019-06-22,70.0,"Queens, Woodside",2100.0,"Bright, inviting room-quick to NYC, females only.",private room,Queens,$70-175,Average
13100305,Vanessa,2019-04-28,105.0,"Brooklyn, Crown Heights",3150.0,Spacious 1 bedroom 1 bath,entire home/apt,Brooklyn,$70-175,Average
13100726,Whitney,2019-04-24,140.0,"Manhattan, East Harlem",4200.0,NYC living to it's fullest... in a good way!,entire home/apt,Manhattan,$70-175,Average
13101855,Claudine,2019-07-07,90.0,"Brooklyn, Flatlands",2700.0,Garden level studio w/backyard,entire home/apt,Brooklyn,$70-175,Average
13107627,Mychelle,2019-06-12,125.0,"Brooklyn, Manhattan Beach",3750.0,Private Bedroom w/ Private Bath/Mini Fridge,private room,Brooklyn,$70-175,Average
13109933,Steve,2019-07-03,225.0,"Brooklyn, Downtown Brooklyn",6750.0,Luxury condo with views in Brooklyn,entire home/apt,Brooklyn,$176-350,Expensive
13112297,Corporate Housing,2019-06-16,159.0,"Manhattan, Greenwich Village",4770.0,Luxurious SOHO 2 BR Washington Sq Park,entire home/apt,Manhattan,$70-175,Average
13112895,Robert,2019-06-28,225.0,"Brooklyn, Sunset Park",6750.0,Penthouse Exclusive Garden Top Apartment,entire home/apt,Brooklyn,$176-350,Expensive
13113202,Michelle  &  Eddie,2019-07-01,49.0,"Queens, Elmhurst",1470.0,Private room with detached private bathroom,private room,Queens,$0-69,Budget
13113906,Jean-Guy,2019-06-10,109.0,"Brooklyn, Park Slope",3270.0,Park Slope room steps from Subway&Prospect Park,private room,Brooklyn,$70-175,Average
13114237,Tiffany,2019-06-19,81.0,"Brooklyn, Greenpoint",2430.0,Charming Sunny Designer Loft 1 stop to Manhattan,private room,Brooklyn,$70-175,Average
13116481,Claire,2019-04-15,499.0,"Brooklyn, Prospect Heights",14970.0,Gorgeous stylish townhouse in Brooklyn,entire home/apt,Brooklyn,>$350,Extravagant
13117094,Gerald,2019-06-29,165.0,"Manhattan, East Harlem",4950.0,"On Fifth, Across From Central Park",entire home/apt,Manhattan,$70-175,Average
13117160,Pedro Pablo,2019-05-10,55.0,"Manhattan, Washington Heights",1650.0,Bedroom in Clean Uptown Apartment,private room,Manhattan,$0-69,Budget
13117282,Sasha,2019-05-10,57.0,"Bronx, Claremont Village",1710.0,Cheerful & Practical Garden Apartment Near Subway,entire home/apt,Bronx,$0-69,Budget
13117480,Jack,2019-06-16,201.0,"Brooklyn, Prospect Heights",6030.0,"Cozy Park Slope Apt, Next to BBG",entire home/apt,Brooklyn,$176-350,Expensive
13122318,Emily,2019-06-24,59.0,"Brooklyn, Bushwick",1770.0,2bdrm apt w/private backyard in Artsy Bushwick,entire home/apt,Brooklyn,$0-69,Budget
13125552,Neanna,2019-06-25,175.0,"Brooklyn, Williamsburg",5250.0,Beautiful Bushwick Bungalow,entire home/apt,Brooklyn,$70-175,Average
13126457,Nick,2019-07-05,151.0,"Queens, Long Island City",4530.0,Unique 2BR Apartment,entire home/apt,Queens,$70-175,Average
13128861,Michael,2019-06-27,100.0,"Brooklyn, Clinton Hill",3000.0,"Cozy Studio in Clinton Hill, Brooklyn",entire home/apt,Brooklyn,$70-175,Average
13129120,Camille,2019-07-05,80.0,"Manhattan, East Harlem",2400.0,"Central Park Bedroom - Spacious, Sunny, Subway",private room,Manhattan,$70-175,Average
13129533,Daniel,2019-06-07,60.0,"Manhattan, Harlem",1800.0,Room in loft-like ground Floor apt,private room,Manhattan,$0-69,Budget
13130313,Jeniffer,2019-05-01,90.0,"Manhattan, Hell's Kitchen",2700.0,Studio in Midtown West,entire home/apt,Manhattan,$70-175,Average
13130565,Alexander,2019-05-31,40.0,"Brooklyn, Crown Heights",1200.0,Private bedroom in two bedroom apartment one,private room,Brooklyn,$0-69,Budget
13130744,Real Estate To Go,2019-06-12,67.0,"Bronx, Williamsbridge",2010.0,Uptown Bronx Apartment,entire home/apt,Bronx,$0-69,Budget
13135822,Breath Beyond,2019-07-06,75.0,"Manhattan, Hell's Kitchen",2250.0,Gorgeous Bedroom in Manhattan Midtown West,private room,Manhattan,$70-175,Average
13136376,Gingie,2019-06-03,199.0,"Manhattan, East Harlem",5970.0,Spacious 2 Bedroom with Balcony,entire home/apt,Manhattan,$176-350,Expensive
13137538,Anna,2019-05-21,71.0,"Queens, Sunnyside",2130.0,Private Room minutes to/from Manhattan,private room,Queens,$70-175,Average
13139462,Lorraine,2019-07-01,100.0,"Brooklyn, East Flatbush",3000.0,Lefferts garden gem,private room,Brooklyn,$70-175,Average
13140220,Hans,2019-06-07,138.0,"Manhattan, Upper East Side",4140.0,RARE UES APT W/PRIV STREET ENTRANCE,entire home/apt,Manhattan,$70-175,Average
13140940,Sinida,2019-07-02,52.0,"Brooklyn, Bushwick",1560.0,Large Sunlit Room-Quick Commute to Manhattan/NYC!,private room,Brooklyn,$0-69,Budget
13142258,Wayne,2019-06-25,125.0,"Queens, Woodside",3750.0,"Great 1 BR, 17 minutes to Times Square!",entire home/apt,Queens,$70-175,Average
13149690,Chris,2019-06-13,75.0,"Manhattan, Harlem",2250.0,Private Cozy Bedroom - Central Park North,private room,Manhattan,$70-175,Average
13151072,Natalia,2019-06-24,70.0,"Manhattan, Hell's Kitchen",2100.0,Apartment in a heart of NY,entire home/apt,Manhattan,$70-175,Average
13152955,Daniel,2019-06-01,600.0,"Manhattan, Greenwich Village",18000.0,Peaceful West Village 1 Bedroom Apt,entire home/apt,Manhattan,>$350,Extravagant
13153265,Dena,2019-05-31,175.0,"Brooklyn, Park Slope",5250.0,"Private Garden Apt in Park Slope, Brooklyn, NYC",entire home/apt,Brooklyn,$70-175,Average
13153395,Spencer,2019-07-06,150.0,"Brooklyn, Crown Heights",4500.0,"Best Value 1,000SF 2BR Classic Brownstone",entire home/apt,Brooklyn,$70-175,Average
13153886,Nicky,2019-06-23,170.0,"Brooklyn, Bedford-Stuyvesant",5100.0,Feel at Home,entire home/apt,Brooklyn,$70-175,Average
13154343,Alexander,2019-06-25,225.0,"Manhattan, Hell's Kitchen",6750.0,Spacious Modern Alcove Studio in a Luxury Building,entire home/apt,Manhattan,$176-350,Expensive
13155269,Deborah,2019-05-12,150.0,"Brooklyn, Park Slope",4500.0,Modern Oasis in Central Park Slope,entire home/apt,Brooklyn,$70-175,Average
13156126,Amy,2019-05-20,202.0,"Manhattan, Upper West Side",6060.0,"Brownstone garden 2 bedroom duplex, Central Park",entire home/apt,Manhattan,$176-350,Expensive
13156842,Kevin & Kitty,2019-06-06,38.0,"Queens, Woodhaven",1140.0,Cozy Private Room #2 Two Beds Near JFK and J Train,private room,Queens,$0-69,Budget
13156881,Charlotte & Mary,2019-06-13,70.0,"Manhattan, Harlem",2100.0,"Cozy Bedroom- Beautiful, Historical Location",private room,Manhattan,$70-175,Average
13157147,Agustina,2019-06-17,75.0,"Brooklyn, Bedford-Stuyvesant",2250.0,Spacious 1 BR Apartment w/ private backyard,private room,Brooklyn,$70-175,Average
13157343,Leslie,2019-01-02,105.0,"Manhattan, Inwood",3150.0,Spacious one bedroom by beautiful Fort Tryon park,entire home/apt,Manhattan,$70-175,Average
13162066,Ryan,2019-06-23,130.0,"Manhattan, Chelsea",3900.0,Convenient & comfortable studio near Penn Station,entire home/apt,Manhattan,$70-175,Average
13167453,Jose,2019-06-21,35.0,"Queens, Jackson Heights",1050.0,Crash Pad Close to LGA/JFK/Manhattan,shared room,Queens,$0-69,Budget
13168677,Jamie,2019-05-27,95.0,"Brooklyn, Fort Greene",2850.0,"Tidy, Private Room in Brooklyn, a Commuter's Dream",private room,Brooklyn,$70-175,Average
13169181,Christian,2019-07-04,95.0,"Queens, Astoria",2850.0,LARGE BEDROOM AND PRIVATE BATHROOM ..ASTORIA!,private room,Queens,$70-175,Average
13169559,Michael,2019-06-15,119.0,"Manhattan, Hell's Kitchen",3570.0,Hell's Kitchen Enclave: a Diamond in the Rough.,entire home/apt,Manhattan,$70-175,Average
13169806,Tale,2019-06-02,154.0,"Manhattan, Chelsea",4620.0,Unique Studio in Chelsea,entire home/apt,Manhattan,$70-175,Average
13170159,Alex,2019-07-04,99.0,"Brooklyn, Manhattan Beach",2970.0,Brooklyn Brand New Studio,entire home/apt,Brooklyn,$70-175,Average
13171703,Ken,2019-06-07,199.0,"Manhattan, Murray Hill",5970.0,"Park Avenue, Lux Studio Murray Hill apartment",entire home/apt,Manhattan,$176-350,Expensive
13171746,Elliot,2019-06-21,99.0,"Manhattan, Midtown",2970.0,Large Sunny Bedroom with Empire State Views,private room,Manhattan,$70-175,Average
13173415,Marla,2019-06-20,180.0,"Manhattan, Theater District",5400.0,"Times Square Luxury Apt, Private 1BD",private room,Manhattan,$176-350,Expensive
13174455,Aicha,2019-06-23,65.0,"Brooklyn, Bedford-Stuyvesant",1950.0,Brooklyn room in a New Bldg - 20mns from Manhattan,private room,Brooklyn,$0-69,Budget
13175725,Janelle,2019-06-04,85.0,"Brooklyn, East Flatbush",2550.0,Big Studio apt- Legal NY rental,entire home/apt,Brooklyn,$70-175,Average
13175743,Rosa,2019-06-08,70.0,"Manhattan, Washington Heights",2100.0,cozy apartment with a room to rent family oriented,private room,Manhattan,$70-175,Average
13182531,George,2019-04-23,150.0,"Manhattan, Washington Heights",4500.0,"Sunny, spacious 2 bedroom in upper Manhattan",entire home/apt,Manhattan,$70-175,Average
13183047,Christina,2019-03-14,250.0,"Brooklyn, Carroll Gardens",7500.0,2 bedroom Kid Friendly Cobble Hill,entire home/apt,Brooklyn,$176-350,Expensive
13183672,Erica,2019-05-30,140.0,"Manhattan, East Village",4200.0,East Village Living,entire home/apt,Manhattan,$70-175,Average
13183816,Elicia,2019-06-10,70.0,"Brooklyn, Bushwick",2100.0,Charming Bushwick Brownstone.,private room,Brooklyn,$70-175,Average
13184355,Elicia,2019-06-23,85.0,"Brooklyn, Bushwick",2550.0,Spacious bushwick brownstone,private room,Brooklyn,$70-175,Average
13186007,Quinlan  &  Barbara,2019-05-27,99.0,"Queens, Astoria",2970.0,Renovated garden studio in New York,entire home/apt,Queens,$70-175,Average
13186395,Elicia,2019-06-16,75.0,"Brooklyn, Bushwick",2250.0,Relaxing bushwick  brownstone,private room,Brooklyn,$70-175,Average
13191433,Varos,2019-04-13,75.0,"Queens, Long Island City",2250.0,Big Private Bedroom perfect for Professionals,private room,Queens,$70-175,Average
13192097,Lucy,2019-06-24,136.0,"Brooklyn, Prospect Heights",4080.0,Fab Studio Apt Nr Barclays Centre Off Road Parking,entire home/apt,Brooklyn,$70-175,Average
13192217,Taylor,2019-06-08,101.0,"Brooklyn, Bushwick",3030.0,Private Sunny Cool Bushwick Bedroom,private room,Brooklyn,$70-175,Average
13192379,Ezra,2019-04-18,40.0,"Manhattan, Washington Heights",1200.0,Elegant room in Northern Manhattan,private room,Manhattan,$0-69,Budget
13192944,Ling,2019-07-07,43.0,"Brooklyn, Dyker Heights",1290.0,"Private, cozy, Bedroom",private room,Brooklyn,$0-69,Budget
13193534,Roxane,2019-06-26,40.0,"Manhattan, Inwood",1200.0,Private bedroom in Manhattan NYC,private room,Manhattan,$0-69,Budget
13201181,Caitlin,2019-06-03,319.0,"Brooklyn, Williamsburg",9570.0,"2BR heart of Williamsburg, luxury hipster heaven",entire home/apt,Brooklyn,$176-350,Expensive
13202799,Maya,2019-06-30,50.0,"Queens, Ditmars Steinway",1500.0,Astoria Room Fit for a Queen!,private room,Queens,$0-69,Budget
13203601,Kofi,2019-05-29,160.0,"Manhattan, East Harlem",4800.0,"Sunny, cosmopolitan and modern apartment.",entire home/apt,Manhattan,$70-175,Average
13204229,Bret,2019-06-24,109.0,"Manhattan, Financial District",3270.0,Luxury Room/ Wall St-Incredible Views,private room,Manhattan,$70-175,Average
13207484,Kange,2019-04-06,150.0,"Brooklyn, Fort Greene",4500.0,Luxury High Rise in Forte Green Brooklyn,entire home/apt,Brooklyn,$70-175,Average
13208685,Jennifer,2019-01-03,131.0,"Manhattan, Hell's Kitchen",3930.0,Darling Midtown Getaway byTimes Sq.,private room,Manhattan,$70-175,Average
13208952,Katie,2019-06-19,99.0,"Manhattan, Upper East Side",2970.0,The Real Manhattan Upper East Side--Now Yours,shared room,Manhattan,$70-175,Average
13209699,Hakan,2019-06-16,65.0,"Queens, Ditmars Steinway",1950.0,Comfortable room 15 minutes to Manhattan,private room,Queens,$0-69,Budget
13213869,Emily,2019-01-01,85.0,"Manhattan, Washington Heights",2550.0,Beautiful one bedroom home in Washington Heights,private room,Manhattan,$70-175,Average
13215481,Jean,2019-05-01,44.0,"Brooklyn, Williamsburg",1320.0,Charming Bedroom in E. Williamsburg by Graham L,private room,Brooklyn,$0-69,Budget
13216067,Juan,2019-06-15,150.0,"Brooklyn, Williamsburg",4500.0,SUNNY APT Best location In Williamsburg!!!!!,entire home/apt,Brooklyn,$70-175,Average
13216246,Stephen,2019-07-08,75.0,"Brooklyn, Greenpoint",2250.0,Comfy Greenpoint room w/ easy access to Manhattan!,private room,Brooklyn,$70-175,Average
13216357,Mary,2019-05-08,105.0,"Manhattan, Harlem",3150.0,"Cozy, clean, Harlem studio",entire home/apt,Manhattan,$70-175,Average
13217241,Gary,2019-05-30,275.0,"Manhattan, Nolita",8250.0,Amazing and Perfect 1BR in Beautiful SOHO/Nolita!,entire home/apt,Manhattan,$176-350,Expensive
13217609,Wasim,2019-06-28,149.0,"Manhattan, Harlem",4470.0,"Bright Guest Room with Balcony, Harlem",private room,Manhattan,$70-175,Average
13221788,Silvia,2019-06-23,35.0,"Brooklyn, East New York",1050.0,Minimalist room next to the subway (2),private room,Brooklyn,$0-69,Budget
13222669,Leticia,2019-06-24,95.0,"Queens, Long Island City",2850.0,"Charming Garden Studio in Sunnyside, NY",entire home/apt,Queens,$70-175,Average
13225764,Tony,2019-06-09,79.0,"Manhattan, Harlem",2370.0,Large Clean and Modern Room  Near Subway Lines,private room,Manhattan,$70-175,Average
13231566,Ben,2019-05-14,59.0,"Manhattan, Financial District",1770.0,Large DT Bedroom! - TriBeCa/Financial  Manhattan!,private room,Manhattan,$0-69,Budget
13231961,Millie,2019-05-22,99.0,"Brooklyn, Prospect-Lefferts Gardens",2970.0,Cozy Brooklyn Nest,entire home/apt,Brooklyn,$70-175,Average
13232690,Rhemy,2019-07-07,49.0,"Brooklyn, Bedford-Stuyvesant",1470.0,Room & Breakfast -  Room 3,private room,Brooklyn,$0-69,Budget
13232952,Sophie,2019-06-04,47.0,"Queens, Elmhurst",1410.0,Happy and spacious corner near 7 train,private room,Queens,$0-69,Budget
13233830,Renata & Howard,2019-07-02,650.0,"Brooklyn, Prospect-Lefferts Gardens",19500.0,Beautiful Historic Brooklyn Townhouse! 4Br/3.5Bath,entire home/apt,Brooklyn,>$350,Extravagant
13234352,Yuanyuan,2019-06-20,199.0,"Manhattan, Upper East Side",5970.0,Amazing private Upper East loft!,entire home/apt,Manhattan,$176-350,Expensive
13236148,Jordan,2019-06-08,155.0,"Brooklyn, Bedford-Stuyvesant",4650.0,Garden level apartment in Bed-Stuy,entire home/apt,Brooklyn,$70-175,Average
13237057,Silvia,2019-06-10,39.0,"Brooklyn, East New York",1170.0,City room 2 min walk from train (4),private room,Brooklyn,$0-69,Budget
13237828,Harvey,2019-06-07,115.0,"Brooklyn, Bushwick",3450.0,Amazing Open Floor Studio Extension,entire home/apt,Brooklyn,$70-175,Average
13238321,Jeff,2019-07-05,69.0,"Manhattan, Harlem",2070.0,Home away from home,private room,Manhattan,$0-69,Budget
13240737,Glenn,2019-06-26,79.0,"Manhattan, Hell's Kitchen",2370.0,Times Square / Broadway Area - Midtown Manhattan,private room,Manhattan,$70-175,Average
13244254,Vlad,2019-06-30,170.0,"Manhattan, Harlem",5100.0,Luxury Studio in Harlem,entire home/apt,Manhattan,$70-175,Average
13245726,Caroline,2019-07-07,66.0,"Manhattan, Harlem",1980.0,"Bright, spacious room in a fantastic neighborhood!",private room,Manhattan,$0-69,Budget
13246042,Dylana,2019-06-19,52.0,"Brooklyn, Bushwick",1560.0,"Sunny, Private Room with Separate Entrance",private room,Brooklyn,$0-69,Budget
13246278,Luke,2019-01-04,200.0,"Manhattan, Lower East Side",6000.0,3 br 80s light loft in Lower East Side / Chinatown,entire home/apt,Manhattan,$176-350,Expensive
13246804,Gg,2019-07-03,80.0,"Manhattan, Midtown",2400.0,One cozy private BR close to the mecca of shopping,private room,Manhattan,$70-175,Average
13246949,Diana,2019-07-05,75.0,"Brooklyn, Williamsburg",2250.0,Cozy Room in 4bdrm Apt in Hip Williamsburg,private room,Brooklyn,$70-175,Average
13248583,Aida,2019-06-24,65.0,"Manhattan, Harlem",1950.0,Spacious & cozy room in trendy SoHa !,private room,Manhattan,$0-69,Budget
13248968,Ferenc,2019-06-21,125.0,"Brooklyn, Bushwick",3750.0,Luxurious 1 bdr apt with balcony!,entire home/apt,Brooklyn,$70-175,Average
13249656,Arturo,2019-06-25,140.0,"Brooklyn, Bedford-Stuyvesant",4200.0,renovated one bedroom in our beautiful townhouse,entire home/apt,Brooklyn,$70-175,Average
13252064,Sue,2019-06-24,75.0,"Manhattan, Chelsea",2250.0,1st Time/Solo Guests: Charming NYC Apt. Share!!!,shared room,Manhattan,$70-175,Average
13254864,Ozge,2019-06-30,200.0,"Manhattan, Greenwich Village",6000.0,2 Bed 1 Bedroom Flex Apartment - Greenwich Village,entire home/apt,Manhattan,$176-350,Expensive
13256651,Marie,2019-05-17,46.0,"Brooklyn, Flatbush",1380.0,Large Comfy Couch in South Prospect Park,shared room,Brooklyn,$0-69,Budget
13264690,Viviana,2019-06-21,55.0,"Manhattan, Harlem",1650.0,Beautiful and Comfy Private Room,private room,Manhattan,$0-69,Budget
13274952,Mario  &  Marijke,2019-07-01,77.0,"Brooklyn, Bushwick",2310.0,Helles und modernes Zimmer/Wohnung in Bushwick,private room,Brooklyn,$70-175,Average
13276227,David,2019-05-04,110.0,"Manhattan, Harlem",3300.0,KINGLY MANHATTAN  RED ROOM WITH GYM AND AMENITIES,private room,Manhattan,$70-175,Average
13276525,David,2019-06-03,110.0,"Manhattan, Harlem",3300.0,EXECUTIVE MANHATTAN GREEN ROOM WITH ALL AMENITIES,private room,Manhattan,$70-175,Average
13282840,Dorothy,2019-07-01,85.0,"Manhattan, East Harlem",2550.0,Cozy Private room near Central Park,private room,Manhattan,$70-175,Average
13287347,Jocelyn,2019-07-05,150.0,"Brooklyn, Gowanus",4500.0,"Carroll Gardens Beautiful, Private, Sunny Suite",private room,Brooklyn,$70-175,Average
13291508,Maki,2019-06-23,55.0,"Brooklyn, Windsor Terrace",1650.0,Cozy comfortable private room in Brooklyn NY,private room,Brooklyn,$0-69,Budget
13292979,Dylan,2019-06-06,100.0,"Brooklyn, South Slope",3000.0,Park Slope luxury penthouse w/ private roof deck,private room,Brooklyn,$70-175,Average
13293325,Stefan,2019-07-01,45.0,"Queens, Ridgewood",1350.0,Cozy Beautiful Room Only 20min from Manhattan NYC!,private room,Queens,$0-69,Budget
13294007,Rlg,2019-05-30,133.0,"Manhattan, Upper East Side",3990.0,Large and Beautiful ELEVATOR 1 BR - Very Quiet,entire home/apt,Manhattan,$70-175,Average
13294325,Irina,2019-06-30,56.0,"Brooklyn, Bedford-Stuyvesant",1680.0,"Private Bedroom in Brownstone House, Bedstuy",private room,Brooklyn,$0-69,Budget
13294856,Laura,2019-02-15,75.0,"Manhattan, Little Italy",2250.0,"NYCT02-3: Private Sunny Rm, NYU, Baruch, SOHO",private room,Manhattan,$70-175,Average
13295693,Sam,2019-06-22,51.0,"Brooklyn, Sheepshead Bay",1530.0,Cozy private room in Homecrest Brooklyn,private room,Brooklyn,$0-69,Budget
13296897,Breath Beyond,2019-07-02,115.0,"Manhattan, Hell's Kitchen",3450.0,Beautiful Bedroom Mid Town Manhattan,private room,Manhattan,$70-175,Average
13298512,Tiffany,2019-02-11,50.0,"Brooklyn, Bedford-Stuyvesant",1500.0,"Large Bedroom in Clinton Hill/Bed-Stuy, Brooklyn!",private room,Brooklyn,$0-69,Budget
13298526,Angela,2019-01-01,80.0,"Brooklyn, Greenpoint",2400.0,AC room in a Huge Lux Greenpoint Loft,private room,Brooklyn,$70-175,Average
13299532,Katelyn,2019-07-07,79.0,"Brooklyn, Bushwick",2370.0,Cozy 2 bedroom APT in the heart of Bushwick,entire home/apt,Brooklyn,$70-175,Average
13299818,Katie,2019-06-02,150.0,"Manhattan, Kips Bay",4500.0,Spacious & bright 1 BDR in Gramercy,entire home/apt,Manhattan,$70-175,Average
13300059,Isa,2019-07-03,94.0,"Brooklyn, Prospect-Lefferts Gardens",2820.0,Quiet Home Base for Exploring an Exciting City!,entire home/apt,Brooklyn,$70-175,Average
13300645,Laura,2019-06-02,83.0,"Manhattan, Little Italy",2490.0,"NYCT02-2 LES Newly renovated Rm, NYU, Soho, AC",private room,Manhattan,$70-175,Average
13307480,Etta,2019-06-18,150.0,"Manhattan, Washington Heights",4500.0,Peaches Bungalow,entire home/apt,Manhattan,$70-175,Average
13308110,Roshan,2019-06-02,149.0,"Brooklyn, Bushwick",4470.0,Sunny & Spacious 1bdrm apt,entire home/apt,Brooklyn,$70-175,Average
13309763,Nate,2019-04-19,450.0,"Manhattan, SoHo",13500.0,Large SOHO Artist Loft,entire home/apt,Manhattan,>$350,Extravagant
13310836,Wenqin,2019-06-01,35.0,"Queens, Flushing",1050.0,Between Northern Blvd. and Main Street.,private room,Queens,$0-69,Budget
13311392,Sunny,2019-06-16,70.0,"Brooklyn, Bedford-Stuyvesant",2100.0,420 friendly COZY BRICK EXPOSED PVT RM,private room,Brooklyn,$70-175,Average
13313377,Laura,2019-06-19,84.0,"Manhattan, Chinatown",2520.0,"NYCT02-1 Canal St, Tribeca, Soho, LES, NYU",private room,Manhattan,$70-175,Average
13315551,Nicky,2019-07-07,115.0,"Brooklyn, Midwood",3450.0,Charming Private Flat,entire home/apt,Brooklyn,$70-175,Average
13315967,Yaron,2019-05-28,139.0,"Bronx, Port Morris",4170.0,Authentic Industrial Loft with 35ft ceilings.,entire home/apt,Bronx,$70-175,Average
13325664,Stacey,2019-07-01,199.0,"Manhattan, East Village",5970.0,"2 bed, 2 bath, roof deck artsy gem in East Village",entire home/apt,Manhattan,$176-350,Expensive
13325767,Habib,2019-01-02,75.0,"Brooklyn, Clinton Hill",2250.0,Cozy Room In Brooklyn,private room,Brooklyn,$70-175,Average
13326731,Yaron,2019-06-11,49.0,"Bronx, Port Morris",1470.0,Cozy room with Queen bed in spacious loft.,private room,Bronx,$0-69,Budget
13327345,Yaron,2019-06-17,41.0,"Bronx, Port Morris",1230.0,Full size bed in Petite room with exposed brick.,private room,Bronx,$0-69,Budget
13328405,John,2019-06-03,60.0,"Manhattan, Harlem",1800.0,NEW RENOVATION 16min from TIMES SQUARE,private room,Manhattan,$0-69,Budget
13330683,Ana,2019-04-15,100.0,"Queens, Ditmars Steinway",3000.0,NYC From Astoria Queens,private room,Queens,$70-175,Average
